"project_id","Activity Created By","Activity Created On","Activity Updated By","Activity Updated On","Objective","Organizations and Project ID","Project Description","Executing Sector","Original Completion Date","Proposed Completion Date","Proposed Start Date","Donor Commitment Date","Donor Group","Donor Type","Funding Organization Id","Type Of Assistance","Primary Sector Sub-Sector","Primary Sector Sub-Sub-Sector","Secondary Sector","Secondary Sector Sub-Sector","Tertiary Sector","Responsible Organization","Executing Agency","Executing Agency Groups","Contracting Agency","Contracting Agency Acronym","Beneficiary Agency","Beneficiary Agency Groups","Final Date for Contracting","Mancomunidad","Implementation Level","Region","Zone","SIAFI Code","Total Costs"
"ACID011","ATL ATL (atl@amp.org)","20/03/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","Potenciar en los actores locales la adquisición y aplicación de competencias que faciliten una gestión efectiva del desarrollo, aprovechando inteligentemente los recursos disponibles y enfatizando en la participación organizada de las comunidades, y de esta forma contribuir al desarrollo integral y sostenible de los municipios.","2011DEA003 (Agencia Andaluza de Cooperación Internacional para el Desarrollo)","El proyecto propone como eje fundamental la formación como la herramienta clave para que los principales actores locales puedan adquirir las competencias necesarias que les permitan orientar un modelo de desarrollo que genere mayores y mejores los niveles de bienestar de la población. La formación esta dirigida a 3 niveles: 1. Para el nivel directivo ó sea las autoridades del Gobierno Municipal se propone un proceso formativo orientado al desarrollo de competencias gerenciales y enfoques teórico metodológicos de abordaje para el desarrollo local. 2. Para el nivel técnico o mandos intermedios, un proceso educativo en competencias profesionales y metodológicas para formar al equipo técnico de las unidades de desarrollo comunitario como promotores y facilitadores de las estrategias de desarrollo del municipio. 3. Para el ámbito comunitario se propone la formación de competencias básicas, técnicas y metodológicas para potenciar su liderazgo para el desarrollo de sus comunidades.  Paralelamente se concibe un proceso de acompañamiento, asesoría técnica y seguimiento a fin de asegurar el aprendizaje, el logro de la competencia, los resultados esperados y el impacto en el desarrollo de las comunidades y del municipio en general.","Sector Público","","28/09/2013","28/09/2011","09/03/2012","España","Bilateral"," ","Donación / No reembolsable","430 - Otro multisector"," ","4 - FORTALECIMIENTO INSTITUCIONAL","44 - Descentralización"," - COMPETITIVIDAD E INNOVACIÓN
 - GENERACIÓN DE EMPLEO","Agencia Andaluza de Cooperación Internacional para el Desarrollo","Centro Nacional de Educación para el Trabajo","Gobierno"," "," ","Centro Nacional de Educación para el Trabajo","Gobierno",""," ","Sub-national"," - R02 - Valle de Comayagua
 - R14 - Región Lempa"," - Camasca
 - Colomoncagua
 - Concepción [Intibucá]
 - Dolores
 - Jesús de Otoro
 - Magdalena
 - Masaguara
 - San Antonio
 - San Francisco de Opalaca
 - San Isidro
 - San Juan
 - San Marcos de la Sierra
 - San Miguelito
 - Santa Lucía
 - Yamaranguila","BIP 011000000400","842211.08"
"ACID013","ATL ATL (atl@amp.org)","20/03/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","Contribuir a la seguridad alimentaria de 3600 familias en situación de de pobreza de 10 municipios del departamento de Intibucá a través del crecimiento sostenido y sustentable del sector agroalimentario.","2011DEA005 (Agencia Andaluza de Cooperación Internacional para el Desarrollo)","El proyecto esta enmarcado en el abordaje de la seguridad alimentaria del departamento de Intibucá fusionando la entrega de insumos y asistencia técnica, con la capacitación preogresiva, la participación solidaria y el acompañamiento sistematico de las acciones en terreno por parte del Gobierno de Honduras.   El mecanismo de trabajo se realizará en cada una de las ladeas focalizadas mediante la selección de las y los beneficiarios y acompañado de un proceso de planificación socio productiva y el desempeño del programa de inversionesen riego de la parcela, dotación de pequeñas infraestructuras productivas y acceso a insumos.   Para ello, se trabajara en tres áreas: Asistencia técnica, capacitación e inversiones en infraestructura productiva.","Sector Público","","20/10/2013","20/10/2011","30/06/2011","España","Bilateral","2011DEA005","Donación / No reembolsable"," "," ","3 - AGROFORESTAL Y TURISMO","31 - Agricultura, Agroindustria y Ganadería","SEGURIDAD ALIMENTARIA","Agencia Andaluza de Cooperación Internacional para el Desarrollo","Secretaría de Agricultura y Ganadería","Gobierno"," "," ","Secretaría de Agricultura y Ganadería","Gobierno",""," ","Sub-national"," - R02 - Valle de Comayagua
 - R14 - Región Lempa"," - Camasca
 - Colomoncagua
 - Concepción [Intibucá]
 - Intibucá
 - Jesús de Otoro
 - La Esperanza
 - Magdalena
 - Masaguara
 - San Antonio
 - Yamaranguila","BIP 11400000600","1233990"
"ACID010","ATL ATL (atl@amp.org)","20/03/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","Contribuir al desarrollo socio-económico de las comunidades artesanales a través de un proceso participativo que promueva la organización social, fortalezca su producción y comercialización, bajo un enfoque de desarrollo autosostenido, mediante la revalorización y difusión del patrimonio artesanal y la utilización de éste como un recurso para su desarrollo y mejoramiento de sus condiciones de vida.","2011DEA002 (Agencia Andaluza de Cooperación Internacional para el Desarrollo)","Este programa se centra en dotar a grupos de artesanas y artesanos de las zonas geográficas seleccionadas de un desarrrollo económico que mejore sus condiciones de vida y propicie la autosostenibilidad mediante la revalorización y difusión del patrimonio artesanal de colectivos étnicos y grupos mestizos. El proyecto pretende preservar la diversidad , estimulando la formación de asociaciones artesanales con personerías jurídicas, fortalecimiento de sus capacidades organizativas y productivas así como el apoyo y capacitación para la promoción y comercialización de sus productos a nivel nacional e internacional. A nivel de infraestructura, mediante el proyecto se contribuirá a la apertura de dos tiendas de comercialización de productos artesanales una en Choluteca y otra en Francisco Morazán, ambas ubicadas en edificios patrimoniales propiedad del Estado de Honduras. Asimismo se apoyará en el acondicionamiento y/o construcción de los talleres artesanales para que las asociaciones cuenten con los espacios y equipos necesarios para mejorar su producción artesanal. De cara a legitimar y organizar una nueva producción de piezas se crearán líneas de diseño artesanal tradicionales y contemporaneas con aceptación a nivel nacional e internacional. También se realizarán diversos procesos de capacitación respecto al diseño e innovación artesanal con los diversos grupos de artesanos/as, con lo cual se logrará la mejora y diversificación de la producción artesanal para que pueda competir en calidad y cantidad en el mercado nacional e internacional.","Sector Público","","","26/09/2011","03/03/2011","España","Bilateral"," ","Donación / No reembolsable","32130 - Desarrollo de las pequeñas y medianas empresas (SME)"," ","4 - FORTALECIMIENTO INSTITUCIONAL","42 - Competitividad y MIPYMES"," - COMPETITIVIDAD E INNOVACIÓN
 - PUEBLOS INDÍGENAS","Agencia Andaluza de Cooperación Internacional para el Desarrollo","Instituto Hondureño de Antropología e Historia","Gobierno"," "," "," "," ",""," ","Sub-national"," - R12 - Región Centro
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa"," - Amapala
 - Choluteca
 - Goascorán
 - Intibucá
 - La Campa
 - La Esperanza
 - Ojojona
 - Orocuina
 - Yamaranguila","BIP 3700005300","485987.02"
"ACID012","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","11/02/2014","Fortalecer la capacidad institucional de la Secretaría Técnica de Planificación y Cooperación Externa (SEPLAN) para implementar la agenda de efectividad de la Ayuda Oficial al Desarrollo en Honduras e implementar medidas efectivas de innovación y competitividad del aparato productivo del país.","2010DEA017 (Agencia Andaluza de Cooperación Internacional para el Desarrollo)","Este Programa de Fortalecimiento Institucional de la Secretaría Técnica de Planificación y Cooperación Externa (SEPLAN) pretende acompañar y apoyar las diferentes actividades de la agenda de trabajo de la Dirección Genral de Cooperación Externa (DGCE) y de la Dirección General de Competitividad e Innovación (DGCI) de SEPLAN.  Este programa pretende contribuir a la mejora de la gestión en la implementación de la agenda de efectividad de la Ayuda Oficial al Desarrollo (AOD) y competitividad de Honduras mediante el fortalecimiento de sus capacidades humanas y técnicas.  Para ello, se incidirá en tres componentes: Formación, Difusión y Competitividad.","Sector Público","","28/06/2013","05/07/2011","16/09/2011","España","Bilateral","2010DEA017","Donación / No reembolsable","151 - Gobierno y sociedad civil, generales"," - 15110 - Política de sector público y gerencia administrativa
 - 15130 - Desarrollo legal y judicial","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado"," - AGENDA DE EFECTIVIDAD DE LA AYUDA
 - COMPETITIVIDAD E INNOVACIÓN
 - FORTALECIMIENTO DE LAS CAPACIDADES DE LAS INSTITUCIONES BENEFICIARIAS/EJECUTORAS EN MATERIA DE PLANIFICACIÓN, SEGUIMIENTO Y EVALUACIÓN","Agencia Andaluza de Cooperación Internacional para el Desarrollo","Secretaría Técnica de Planificación y Cooperación Externa","Gobierno"," "," "," "," ",""," ","Sub-national","R12 - Región Centro","Distrito Central","BIP 900007000","367686"
"871711610687","Iris Suyapa Amador (iamador@seplan.gob.hn)","16/07/2013","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","General: Apoyar a la Secretaria Técnica de Planificación y Cooperación Externa (SEPLAN), en el diseño e implementación de mecanismos y herramientas, que faciliten el alineamiento y armonización de la Cooperación al Desarrollo y de las instituciones del Estado con los objetivos y metas de prioridad nacional, facilitar la traducción de la demanda de desarrollo a nivel regional a iniciativas de desarrollo (proyectos) con el fin de mejor articular las necesidades de desarrollo que requieren apoyo de la cooperación externa.","S/N-13 (Agencia Española de Cooperación Internacional para el Desarrollo)","El PAT pretende apoyar a la SEPLAN en su rol de coordinador de los proyectos de cooperación al desarrollo que tienen incidencia sobre la Visión de País y Plan de Nación, así como proporcionar asistencia en la negociación de empréstitos y programas de cooperación técnica a las Secretarías de Estado y Gabinetes Sectoriales, a través del fortalecimiento interno para el alineamiento y armonización tanto del gobierno como de la cooperación y el mejoramiento de las capacidades de las unidades ejecutoras y UTPRs en materia de gestión, ejecución y seguimiento de proyectos. Para lograrlo es necesario realizar un diagnóstico de los procesos, problemas (cuellos de botella), necesidades y capacidades el cual será la base para la elaboración de metodologías, estrategias y capacitaciones dirigidas a resolver la problemática identificada para elevar el nivel de ejecución de la cartera de proyectos de fondos externos a lo largo de su ciclo.","Sector Público","","31/01/2015","01/08/2013","05/07/2013","España","Bilateral","S/N-13","Donación / No reembolsable","151 - Gobierno y sociedad civil, generales"," ","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Secretaría Técnica de Planificación y Cooperación Externa","Gobierno"," "," ","Secretaría Técnica de Planificación y Cooperación Externa","Gobierno",""," ","Country/National"," "," ","","178041.66"
"ASDC003","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","11/02/2014","El objetivo de PROMIFIN es contribuir al incremento de empleo e ingreso de grupos desfavorecidos, con prioridad en zonas rurales, y ampliar el acceso de estes grupos a un sistema financiero eficiente, sostenible e incluyente","AmCen 26 (Cooperación Suiza para el Desarrollo y la Cooperación)","Fomentar activamente Ia cooperacion e integracion entre las organizaciones proveedoras de servicios financieros, particularmente las lnstituciones de Microfinanzas (IMF) y cooperativas; estableciendo mecanismos de mejora de gobernabilidad, regulacion y supervision que les permitan a estas organizaciones acceder a nuevas fuentes de financiamiento y reducir el riesgo de sus operaciones.","Autoadministrado por Socio al Desarrollo","","","01/08/2009","01/08/2009","Suiza","Bilateral","AmCen 26","Donación / No reembolsable","32130 - Desarrollo de las pequeñas y medianas empresas (SME)"," ","4 - FORTALECIMIENTO INSTITUCIONAL","42 - Competitividad y MIPYMES"," - COMPETITIVIDAD E INNOVACIÓN
 - GENERACIÓN DE EMPLEO","Cooperación Suiza para el Desarrollo y la Cooperación","Triodos FACET","ONG Internacional"," "," "," "," ",""," ","Sub-national"," - R01 - Valle de Sula
 - R02 - Valle de Comayagua
 - R03 - Occidente
 - R04 - Valle de Lean
 - R05 - Valle de Aguán
 - R06 - Cordillera Nombre de Dios
 - R07 - Norte de olancho
 - R08 - Valles de Olancho
 - R11 - El Paraíso
 - R12 - Región Centro
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa
 - R15 - Región Arrecife Mesoamericano
 - R16 - Región de Santa Bárbara"," - Bonito Oriental
 - Catacamas
 - Choluteca
 - Comayagua
 - Danlí
 - Distrito Central
 - El Paraíso
 - El Progreso
 - El Rosario
 - Intibucá
 - José Santos Guardiola
 - Juticalpa
 - La Ceiba
 - La Esperanza
 - La Lima
 - La Masica
 - La Paz
 - Marcala
 - Nacaome
 - Patuca
 - San Esteban
 - San Francisco
 - San Francisco de La Paz
 - San Lorenzo
 - San Marcos
 - San Marcos de Colon
 - San Pedro Sula
 - Santa Cruz de Yojoa
 - Santa Rosa de Copán
 - Siguatepeque
 - Taulabé
 - Tocoa
 - Yoro","","1716000"
"AECD080","ATL ATL (atl@amp.org)","20/03/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","Mejorar la calidad de vida de los pobladores de Santa Rosa de Copán en el área de salubridad pública a través del saneamiento de sus cuencas hidrográficas y el adecuado manejo y disposición final de las aguas residuales generadas.","HND001-B (Agencia Española de Cooperación Internacional para el Desarrollo)","Consiste en la construcción y puesta en funcionamiento del sistema de conducción y tratamiento de las aguas residuales de la zona urbana del municipio de Santa Rosa de Copán, con el enfoque de fortalecimiento de la entidad gestora del servicio Aguas de Santa Rosa y los beneficiarios del sistema, para asegurar la sostenibilidad de la infraestructura en el tiempo. Para beneficiar Conv. Financiación: 28.926 habitantes   Actual: 56,099 habitantes","Sector Público","04/11/2015","04/11/2015","04/11/2011"," - 31/03/2011
 - 04/11/2011","España","Bilateral","HND001-B"," - Donación / No reembolsable
 - Intereses Devengados","14020 - Abastecimiento de agua y saneamiento, sistemas grandes"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","15 - Agua y Saneamiento"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Alcaldía de Santa Rosa de Copán","Alcaldías"," "," ","Alcaldía de Santa Rosa de Copán","Alcaldías",""," ","Sub-national","R03 - Occidente","Santa Rosa de Copán","","12467430"
"AECD082","ATL ATL (atl@amp.org)","20/03/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","El objetivo estratégico del proyecto es mejorar las condiciones de vida de la población de las comunidades del Nord Oeste del Valle de Comayagua, a través de la ejecución de un programa integral que garantice el acceso a servicios de agua y saneamiento, protección ambiental y la creación y/o fortalecimiento de las instituciones de los gobiernos locales y organizaciones comunitarias referentes al tema, con la participación de todos los actores bajo un enfoque de sostenibilidad y gestión integrada de recurso hídrico.","HND014-B (Agencia Española de Cooperación Internacional para el Desarrollo)","El proyecto de Agua y Saneamiento en el Valle de Comayagua consiste en la construcción de varios sistemas de agua potable y saneamiento para comunidades rurales y urbanas bajo el enfoque de la gestión integral de los recursos hídricos, acompañando la intervención con actividades de fortalecimiento de los organismos gestores de las infraestructuras y de promoción de la cultura del agua a la población beneficiaria.   Incrementar el acceso sostenible a servicios de agua potable y saneamiento, mejorar las prácticas de higiene, género, organización comunitaria, medio ambiente, de operación y mantenimiento; mejorar la capacidad de gestión en el manejo descentralizado, participativo e incluyente de dichos servicios en 21 comunidades en tres municipios del país. Que segun Conv. Financiación: 51.642 habitantes   Actual: 45.778 habitantes","Sector Público","04/11/2013","04/11/2013","30/12/2010","04/11/2011","España","Bilateral","HND014-B"," - Donación / No reembolsable
 - Intereses Devengados","14020 - Abastecimiento de agua y saneamiento, sistemas grandes"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","15 - Agua y Saneamiento","SENSIBILIDAD DE GÉNERO","Agencia Española de Cooperación Internacional para el Desarrollo","Alcadía de Comayagua","Alcaldías"," "," ","Alcadía de Comayagua","Alcaldías",""," ","Sub-national","R02 - Valle de Comayagua","Comayagua","","10699508"
"AECD081","ATL ATL (atl@amp.org)","20/03/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","El objetivo estratégico del proyecto es incrementar las capacidades de la institucionalidad pública y privada en el ámbito mancomunado, municipal, para impulsar la planificación, ejecución y gestión efectiva, eficiente y sostenible de servicios de agua potable y saneamiento, con un enfoque de gestión integrada de los recursos hídricos en 11 municipios de la cuenca media-baja del río Goascorán, perteneciente a la zona de Honduras.","HND015-B (Agencia Española de Cooperación Internacional para el Desarrollo)","Consiste en la construcción de varios sistemas de agua potable y saneamiento para comunidades rurales bajo el enfoque de la gestión integral de los recursos hídricos, acompañando la intervención con actividades de fortalecimiento de los organismos gestores de las infraestructuras y de promoción de la cultura del agua a la población beneficiaria, la cual segun Conv. Financiación: 140.000 habitantes Actual: 33.214 habitantes","Sector Público","04/11/2015","04/11/2015","04/11/2011","04/11/2011","España","Bilateral","HND015-B"," - Donación / No reembolsable
 - Intereses Devengados","14020 - Abastecimiento de agua y saneamiento, sistemas grandes"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","15 - Agua y Saneamiento"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Mancomunidad de Municipios del Centro de la Paz","Mancomunidades"," "," ","Mancomunidad de Municipios del Centro de la Paz","Mancomunidades",""," ","Sub-national"," - R02 - Valle de Comayagua
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa"," - Aguanqueterique
 - Amapala
 - Cabañas
 - Goascorán
 - Guajiquiro
 - La Paz
 - Lauterique
 - Marcovia
 - Mercedes de Oriente
 - Nacaome
 - Opatoro
 - San Antonio del Norte
 - San Juan
 - San Lorenzo
 - Santa Ana
 - Santa Elena
 - Yarula","","6511876"
"AECD079","ATL ATL (atl@amp.org)","20/03/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","Contribuir a hacer efectivo el derecho humano básico al agua potable mediante la mejora de las condiciones de acceso y gestión pública del agua potable y el saneamiento con criterios de equidad de género, sostenibilidad medioambiental, institucional y participación ciudadana en la Ciudad de Gracias.","HND016-B (Agencia Española de Cooperación Internacional para el Desarrollo)","Consiste en la mejora y ampliación de las redes de agua potable y alcantarillado y la construcción de una planta potabilizadora y una planta depuradora, acompañado las acciones con el fortalecimiento institucional y de beneficiarios en los temas de gestión y manejo de los recursos hídricos.","Sector Público","","04/11/2014","30/12/2010","04/11/2011","España","Bilateral","HND016-B"," - Donación / No reembolsable
 - Intereses Devengados","14020 - Abastecimiento de agua y saneamiento, sistemas grandes"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","15 - Agua y Saneamiento"," - DERECHOS HUMANOS
 - SENSIBILIDAD DE GÉNERO","Agencia Española de Cooperación Internacional para el Desarrollo","Alcaldía de Gracias","Alcaldías"," "," ","Alcaldía de Gracias","Alcaldías",""," ","Sub-national","R03 - Occidente","Gracias","","4732072"
"87171352730"," ","09/07/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","General: Mejorar la calidad de vida de la población de la Mancomunidad Colosuca, fortaleciendo su potencial turístico y el acceso a los servicios sociales básicos. Específicos: Fortalecer el Circuito Turístico Destino Colosuca a través de la puesta en valor del patrimonio cultural y natural. Ampliar la cobertura de los servicios sociales básicos de la Mancomunidad Colosuca.","1092-11 (Agencia Española de Cooperación Internacional para el Desarrollo)","Con el proyecto se pretende generar y desarrollar capacidades locales a través de pequeñas inversiones específicamente en el área de infraestructura y el desarrollo de un proceso de formación a los beneficiarios directos en procesos de organización, planificación, administración y estrategias de sostenibilidad y mantenimiento de la inversión.   Los beneficiarios directos del proyecto serán 5 municipios miembros de la Mancomunidad de Municipios Lencas del Centro de Lempira (Gracias, Belén, San Manuel Colohete, San Marcos Caiquín y San Sebastián)","Sector Público","25/07/2013","25/07/2013","25/01/2012","25/01/2012","España","Bilateral","1092-11"," - Donación / No reembolsable
 - Intereses Devengados","430 - Otro multisector","43040 - Desarrollo rural","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","16 - Infraestructura Social","PUEBLOS INDÍGENAS","Agencia Española de Cooperación Internacional para el Desarrollo","Mancomunidad de Municipios Lencas del Centro de Lempira","Mancomunidades"," "," ","Mancomunidad de Municipios Lencas del Centro de Lempira","Mancomunidades",""," ","Sub-national"," - R03 - Occidente
 - R14 - Región Lempa"," - Belén
 - Gracias
 - San Manuel Colohete
 - San Marcos de Caiquin
 - San Sebastián","","312148.35"
"87171352718"," ","09/07/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","General: Creación y puesta en marcha del Sistema Nacional de Información Pública (SINAIP) para facilitar al ciudadano su libre acceso a la información pública y ejerza su derecho de rendición de cuentas. Específico: 1. Empoderar a la sociedad hondureña mediante la difusión y socialización de la Ley de Transparencia y Acceso a la Información Pública (LTAIP) como una herramienta clave en la lucha contra la corrupción, ente los diferentes sectores poblacionales. 2. Facilitar la participación ciudadana en el Portal Único de Transparencia, garantizando el acceso a la información pública, que conlleve a una ampliación geográfica de los mecanismos de transparencia y rendición de cuentas.","1071-11 (Agencia Española de Cooperación Internacional para el Desarrollo)","Con la puesta en marcha del proyecto habrá una sustancial mejora de los servicios de acceso a la información pública y rendición de cuentas, con la implementación de sistemas de información y otras tecnologías que generen, estadística, sistematización, clasificación y análisis de la información procesada, con el propósito de producir conocimiento y fomentar la investigación para fortalecer la cultura de transparencia.","Sector Público","03/08/2013","03/08/2013","03/02/2012","30/01/2012","España","Bilateral","1071-11"," - Donación / No reembolsable
 - Intereses Devengados","151 - Gobierno y sociedad civil, generales","15150 - Participación Democratica y sociedad civil","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Instituto de Acceso a la Información Pública","Gobierno"," "," ","Instituto de Acceso a la Información Pública","Gobierno",""," ","Country/National"," "," ","","254027.33"
"87171125021","Mario Zavala (mzavala@seplan.gob.hn)","03/10/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","Impulsar la modernización y eficiencia legislativa del Congreso Nacional de Honduras","1072-11 (Agencia Española de Cooperación Internacional para el Desarrollo)","Seguir impulsando el fortalecimiento institucional (reinicio de operaciones del Centro de Informática y Estudios Legislativos) y las reformas legales del Congreso Nacional con la ejecución de las recomendaciones brindadas por las diferentes consultorías realizadas, en especial, las plasmadas en el informe de la visita de los letrados españoles de la Dirección de Relaciones Internacionales del Congreso de Diputados de España, se ha iniciado la ejecución de la II Fase como complemento al trabajo de la I Fase.","Sector Público","","30/06/2013","30/12/2011","30/12/2011","España","Bilateral","1072-11"," - Donación / No reembolsable
 - Intereses Devengados","151 - Gobierno y sociedad civil, generales"," ","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado"," ","Agencia Española de Cooperación Internacional para el Desarrollo","Congreso Nacional","Gobierno"," "," ","Congreso Nacional","Gobierno",""," ","Country/National"," "," ","","340877"
"87171352724"," ","09/07/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","General: Fortalecer el Instituto Universitario en Democracia, Paz y Seguridad de la UNAH. Especifico: Mejorar los servicios de acceso a la justicia y de sistemas de información estadística de la Unidad de género.","1078-11 (Agencia Española de Cooperación Internacional para el Desarrollo)","Fortalecimiento de la Unidad de género al interior del Observatorio de la Violencia de Honduras a través del sistema de información estadística de muerte violenta de mujeres, femicidios y violencia de género, el fortalecimiento de las capacidades del personal de las ONG participantes, oficina Municipal de la Mujer, jóvenes líderes, docentes, padres y madres de familia permitirá el acceso a los servicios de justicia y contar con un sistemas de información estadística confiable.   Fortalecimiento de la unidad de género al interior del Observatorio de la Violencia de Honduras en interrelación con 10 organizaciones no gubernamentales y con el apoyo de la Oficina Municipal de la Mujer que permita identificar los tipos de violencia basada en género para generar procesos de diálogo, reflexión y toma de decisiones sobre medidas, estrategias, planes y políticas públicas orientadas a disminuir la violencia basada en género","Sector Público","","09/08/2013","09/02/2012"," - 09/02/2012
 - 01/04/2012","España","Bilateral","1075-11"," - Donación / No reembolsable
 - Intereses Devengados","151 - Gobierno y sociedad civil, generales","15150 - Participación Democratica y sociedad civil","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado","PREVENCIÓN DE VIOLENCIA","Agencia Española de Cooperación Internacional para el Desarrollo","Universidad Autónoma de Honduras","Gobierno"," "," "," "," ",""," ","Country/National"," "," ","","147726.33"
"87171125017","Mario Zavala (mzavala@seplan.gob.hn)","03/10/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","Objetivo General: Reducir los índices de inseguridad en el centro histórico de la ciudad a través de la convivencia y la recuperación de espacios públicos. Específico: Facilitar el acceso de los ciudadanos a los espacios públicos del centro histórico de Tegucigalpa y dotando estos espacios de las condiciones necesarias para una convivencia pacífica impulsada por la municipalidad de la ciudad.","1079-11 (Agencia Española de Cooperación Internacional para el Desarrollo)","Brindarle a la población la oportunidad de interactuar en un entorno adecuado y seguro, para lograr la cohesión social a partir de la convivencia en espacios de esparcimiento, la vivencia diaria y la experimentación común de manifestaciones culturales.   Aumentando cuantitativa y cualitativamente la oferta de espacios públicos donde los ciudadanos pueden realizar actividades de esparcimiento y convivencia, donde se llevan a cabo diversas manifestaciones culturales y artísticas.","Sector Público","05/09/2014","05/06/2013","05/12/2011","05/12/2011","España","Bilateral","1079-11"," - Donación / No reembolsable
 - Intereses Devengados","151 - Gobierno y sociedad civil, generales"," ","4 - FORTALECIMIENTO INSTITUCIONAL","43 - Defensa y Seguridad","PREVENCIÓN DE VIOLENCIA","Agencia Española de Cooperación Internacional para el Desarrollo","Alcaldía Municipal del Distrito Central","Alcaldías"," "," ","Alcaldía Municipal del Distrito Central","Alcaldías",""," ","Sub-national","R12 - Región Centro","Distrito Central","","297158"
"87171352728"," ","09/07/2012","Sofia Valverde (svalverde@seplan.gob.hn)","11/02/2014","General: Contribuir a mejorar la calidad de vida de los hombres y mujeres de Santa Rosa de Copán en condiciones de equidad e igualdad de derechos y oportunidades. Especifico: Impulsar el desarrollo socioeconómico a través del mejoramiento de la Colonia Elder Romero.","1089-11 (Agencia Española de Cooperación Internacional para el Desarrollo)","La intervención plantea desde su Lógica, promover el fortalecimiento comunitario y la participación a través de la comunicación, sensibilización en convivencia, respeto ciudadano y práctica de valores como herramienta de construcción de ciudadanía y plataforma para la ejecución de proyectos de infraestructura y saneamiento básico.","Sector Público","25/07/2014","25/07/2013","25/01/2012"," - 25/01/2012
 - 30/09/2013","España","Bilateral","1089-11"," - Donación / No reembolsable
 - Intereses Devengados","430 - Otro multisector","43040 - Desarrollo rural"," - 1 - PROMOCIÓN Y PROTECCIÓN HUMANA
 - 3 - AGROFORESTAL Y TURISMO"," - 14 - Protección Social
 - 32 - Recursos Forestal y Ambiente"," - DERECHOS HUMANOS
 - SENSIBILIDAD DE GÉNERO","Agencia Española de Cooperación Internacional para el Desarrollo","Alcaldía de Santa Rosa de Copán","Alcaldías"," "," ","Alcaldía de Santa Rosa de Copán","Alcaldías",""," ","Sub-national","R03 - Occidente","Santa Rosa de Copán","","688653.54"
