"Project_ID","PROYECTO","OBJETIVO","MODALIDAD","ENTIDADES RESPONSABLES","MONEDA","APORTE NACIONAL","APORTE INTERNACIONAL","BENEFICIARIOS","TERRITORIOS","MUNICIPIOS","TIPO DE COOPERACION"
"COL396","AVANZADA COPRECOS LAC: Aumentando Estrategias de Prevenci?n de VIH Basadas en Evidencia Incluyendo Reduciendo Estigma, Discriminaci?n e Inequidad de G?nero entre los Servicios Uniformados","establecer y desarrollar sistemas, infraestructura y aumentar la capacidad de los servicios uniformados de los 15 países involucrados en el proyecto para facilitar programas estratégicos y coordinados a fines de prevenir y controlar la transmisión de VIH entre la población militar y policial, sus familias, y comunidades locales","Cooperación Financiera","MINISTERIO DE DEFENSA","US Dolar","0","1.171.942,00","HOMBRES","AMBITO NACIONAL","","MULTILATERAL"
"COL397","EVIDENCIAS EN SALUD Y CONTROL DE ENFERMEDADES","Enfermedades desatendidas: Implementadas estrategias para su prevención, control y eliminación","Cooperación Técnica","ORGANIZACION PANAMERICA DE SALUD - OPS/OMS","US Dolar","0","430.197,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","AMBITO NACIONAL","MULTILATERAL"
"COL398","SALUD AMBIENTAL Y ENTORNOS SALUDABLES","Estrategia de Entornos Saludables desarrollada e implementada en el nivel territorial y Modelos de Salud Urbana desarrollados","Cooperación Técnica","ORGANIZACION PANAMERICA DE SALUD - OPS/OMS","US Dolar","0","368.610,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","MULTILATERAL"
"COL399","Datos y an?lisis de la din?mica demogr?fica y poblacional","Asistencia técnica, financiera y administrativa para el desarrollo de los proyectos orientados a aumentar la disponibilidad y calidad de información y análisis sobre dinámica demográfica y poblacional.","Cooperación Técnica","FONDO DE POBLACION DE LAS NACIONES UNIDAS - UNFPA","US Dolar","0","78.880,00","INSTITUCIONES","AMBITO NACIONAL","AMBITO NACIONAL","MULTILATERAL"
"COL400","Fortalecimiento en el desarrollo, implementación y monitoreo de las estrategias de gestión integral en salud sexual y reproductiva para el cumplimiento de las metas y los ODM relacionados en el marco de las competencias del Ministerio de Salud y Protección Social.","Desarrollar, implementar y monitorear las estrategias de la gestión integral de la salud sexual y reproductiva para el cumplimiento de las metas y los objetivos de desarrollo del milenio allí relacionados, en el marco de las competencias del Ministerio de Salud y Protección Social","Cooperación Técnica","FONDO DE POBLACION DE LAS NACIONES UNIDAS - UNFPA","US Dolar","8.702.782,00","468.628,00","INSTITUCIONES","AMBITO NACIONAL","AMBITO NACIONAL","MULTILATERAL"
"COL401","Aunar esfuerzos técnicos y financieros para el fortalecimiento y generación de competencias en los agentes educativos, institucionales, y comunitarios que favorezcan la promoción, garantía y restablecimiento de los derechos sexuales y reproductivos de la población objeto de atención del ICBF, incluidos pueblos indigenas y asi contribuir con la prevención y reducción del embarazo en la adolescencia en el país de acuerdo con lo señalado en el documento CONPES 147 de 2012","Generación de competencias en los agentes educativos del ICBF en salud sexual y reproductiva de adolescentes y prevención del embarazo en la adolescencia; elaboración de contenidos de intervención psicosocial para adolescentes embarazadas o en riesgo de estarlo y sus familias; rutas intersectoriales de servicios de atención a las adolescentes embarazadas o en riesgo de estarlo.","Cooperación Técnica","INST. COLOMBIANO DE BIENESTAR FAMILIAR - ICBF, FONDO DE POBLACION DE LAS NACIONES UNIDAS - UNFPA","US Dolar","267.100,00","160.000,00","JÓVENES","AMBITO NACIONAL","","MULTILATERAL"
"COL402","Medio Ambiente Mundial FONDO FIDUCIARIO DE ACUERDO DE SUBVENCI?N","El objetivo del proyecto es poner en marcha un fondo de fideicomiso de conservación que: (a) apoyar la consolidación del sistema nacional de Protección del Beneficiario zonas, y (b) contribuir a detener y revertir las tendencias en la pérdida de biodiversidad .","Cooperación Técnica","MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE","US Dolar","0","4.000.000,00","INSTITUCIONES","AMBITO NACIONAL","","MULTILATERAL"
"COL403","Proyecto Ganader?a Colombiana Sostenible - GCS","Promover la adopción de sistemas de producción silvopastoriles amigables con el medio ambiente, en fincas ganaderas colombianas en las zonas del proyecto, para mejorar la gestión de los recursos naturales, incrementar la prestación de servicios ambientales (biodiversidad, suelo, agua y retención de carbono), y elevar la productividad en las fincas participantes.","Cooperación Técnica","FEDEGAN","US Dolar","583.333,00","583.333,33","HOMBRES","SANTANDER, ATLÁNTICO, CALDAS, RISARALDA, CESAR, BOLIVAR, LA GUAJIRA, VALLE DEL CAUCA, META, QUINDÍO, TOLIMA, BOYACÁ","SAN JUAN DEL CESAR, LA VICTORIA, OBANDO, USIACURI, SANTA CATALINA, AQUITANIA, BELEN, CERINZA, CHIQUIZA, GUACAMAYAS, GUAYATA, MOTAVITA, NOBSA, PESCA, SAN MATEO, SANTANA, SIACHOQUE, SOFICINA PARA LA COORDINACION DE ASUNTOS HUMANITARIOS - OCHA, FILANDIA, MONTENEGRO, QUIMBAYA, AMBALEMA, PIEDRAS, BARANOA, MANATI, SAN ESTANISLAO, VILLANUEVA, ARCABUCO, CHITARAQUE, GUATEQUE, PANQUEBA, PUERTO BOYACA, RAMIRIQUI, SORA, TIBANA, TIPACOQUE, TOGUI, TUTA, VIRACACHA, ZETAQUIRA, LA JAGUA DE IBIRICO, LERIDA, JUAN DE ACOSTA, LURUACO, BOAVITA, CHISCAS, CIENEGA, CORRALES, EL ESPINO, JERICO, LABRANZAGRANDE, LA UVITA, MONGUI, RONDON, SATIVANORTE, SOATA, TIBASOSA, TOPAGA, ARMENIA, SALENTO, ENCISO, CAMPO DE LA CRUZ, GALAPA, TUBARA, ALMEIDA, BRICEÑO, BUENAVISTA, CAMPOHERMOSO, CHINAVITA, CHIQUINQUIRA, CUCAITA, JENESANO, MONIQUIRA, PACHAVITA, PAEZ, PAZ DE RIO, RAQUIRA, SAMACA, SOCOTA, SOMONDOCO, SOTAQUIRA, VENTAQUEMADA, MANIZALES, VILLAMARIA, VALLEDUPAR, BECERRIL, LA PAZ, REPELON, CLEMENCIA, COMBITA, COVARACHIA, CUITIVA, DUITAMA, MARIPI, OTANCHE, SACHICA, SAN EDUARDO, SAN LUIS DE GACENO, SANTA ROSA DE VITERBO, SUTATENZA, TENZA, TINJACA, TOTA, BOSCONIA, EL PASO, SAN DIEGO, CALARCA, CIRCASIA, SANTA ROSA DE CABAL, COROMORO, BUGA, TULUA, BOYACA, CUBARA, FLORESTA, GAMEZA, GARAGOA, GUICAN, LA CAPILLA, MACANAL, NUEVO COLON, PAJARITO, PAUNA, PAYA, QUIPAMA, SAN MIGUEL DE SEMA, SAN PABLO DE BORBUR, TASCO, AGUSTIN CODAZZI, CHIRIGUANA, PEREIRA, EL MOLINO, URUMITA, ALVARADO, VENADILLO, CARTAGO, SUAN, BERBEO, BETEITIVA, BUSBANZA, CALDAS, CHITA, COPER, CHIVOR, EL COCUY, LA VICTORIA, VILLA DE LEYVA, MIRAFLORES, PAIPA, PISBA, SABOYA, SANTA MARIA, SATIVASUR, TOCA, UMBITA, LA TEBAIDA, CHARALA, VILLANUEVA, IBAGUE, SANTA ROSA DEL SUR, TUNJA, CHIVATA, FIRAVITOBA, GACHANTIVA, IZA, MONGUA, MUZO, OICATA, SAN JOSE DE PARE, SANTA SOFIA, SOGAMOSO, SORACA, SUSACON, SUTAMARCHAN, TUNUNGUA, TURMEQUE, TUTAZA","MULTILATERAL"
"COL404","APOYO AL DESARROLLO DE UNA ESTRATEGIA PRODUCTIVA Y COMUNITARIA PARA LA PROMOCI?N DE SERVICIOS AMBIENTALES Y BIOCOMERCIO","Mejorar la calidad de vida de 150 familias campesinas localizadas en ecosistemas de páramo y subpáramo, mediante procesos autogestionarios para la conservación de servicios ambientales, producción orgánica y biocomercio de exportación.","Cooperación Técnica","ALC LA CALERA","US Dolar","75.000,00","147.700,00","CAMPESINOS","CUNDINAMARCA","LA CALERA","MULTILATERAL"
"COL405","PIMS 3882 INCORPORACI?N DE LA BIODIVERSIDAD EN EL SECTOR CORPORACION ANDINA DE FOMENTO - CAFETERO EN COLOMBIA","Contribuir a la conservación de la biodiversidad global, creando un entorno propicio para su incorporación en las prácticas productivas CORPORACION ANDINA DE FOMENTO - CAFeteras de Colombia y generando capacidad local e institucional.","Cooperación Financiera","FEDERECIÓN NACIONAL DE CORPORACION ANDINA DE FOMENTO - CAFETEROS","US Dolar","0","601.625,33","POBLACIÓN EN GENERAL","VALLE DEL CAUCA, QUINDÍO, NARIÑO","","MULTILATERAL"
"COL406","INCORPORACI?N DEL CONOCIMIENTO TRADICIONAL ASOCIADO A LA AGRODIVERSIDAD EN AGROECOSISTEMAS COLOMBIANOS","Conservación de agroecosistemas sostenibles en Colombia a través de la protección y manejo de la agrodiversidad y del conocimiento tradicional asociado.","Cooperación Financiera","MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE","US Dolar","0","2.500.000,00","POBLACIÓN EN GENERAL","CAUCA","","MULTILATERAL"
"COL407","FORTALECIMIENTO INSTITUCIONAL Y DE POLITICA PARA INCREMENTAR LA CONSERVACION DE LA BIODIVERSIDAD EN PREDIOS PRIVADOS (PP) EN COLOMBIA","Conservada la biodiversidad en los predios privados mediante el fortalecimiento a los marcos políticos, legales e institucionales.","Cooperación Técnica","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO - PNUD-PROGRAMA DE LAS NACIONES UNIDAS - UNDP","US Dolar","0","243.681,75","POBLACIÓN EN GENERAL","VICHADA, ARAUCA, CASANARE, META","","MULTILATERAL"
"COL408","Incorporaci?n de la Agrobiodiversidad en el Sector CORPORACION ANDINA DE FOMENTO - CAFetero en Colombia","Contribuir a la conservación de la biodiversidad global, creando un entorno propicio para su incorporación en las prácticas productivas CORPORACION ANDINA DE FOMENTO - CAFeteras de Colombia y generando capacidad local e institucional.","Cooperación Técnica","FUNDACION NACIONAL DE CORPORACION ANDINA DE FOMENTO - CAFETEROS","US Dolar","4.350,00","670.953,33","CAMPESINOS","VALLE DEL CAUCA, QUINDÍO, NARIÑO","","MULTILATERAL"
"COL409","FORTALECIMIENTO INSTITUCIONAL UTO FASE - VIII","Este proyecto corresponde a la Fase VIII del Fortalecimiento Institucional de la Unidad Técnica Ozono de Colombia para el período comprendido entre marzo 2012 a octubre de 2013, el cual fue aprobado en la reunión 64ª del Comité Ejecutivo del Fondo Multilateral del Protocolo de Montreal en julio de 2011","Cooperación Técnica","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO - PNUD-PROGRAMA DE LAS NACIONES UNIDAS - UNDP","US Dolar","0","275.600,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","MULTILATERAL"
"COL410","APOYO A LA AGENDA COLOMBIANA DE ADAPTACI?N AL CAMBIO CLIM?TICO CO-T1150","El objetivo de esta CT es apoyar el programa de adaptación al cambio climático de Colombia a través de los siguientes cuatro (4) componentes: (i) Mejoramiento de los mecanismos de producción, análisis e intercambio de información entre el IDEAM y los sectores; (ii) Diseño de una metodología para desarrollar una estrategia de adaptación sectorial; iii) implementación del protocolo de monitoreo de ciclos del agua y del carbono en ecosistemas de alta montaña y (iv) fortalecimiento institucional del IDEAM","Cooperación Financiera","INST. DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM","US Dolar","250.000,00","900.000,00","INSTITUCIONES","AMBITO NACIONAL","","MULTILATERAL"
"COL411","Estudio de Impactos Econ?micos del Cambio Clim?tico en Colombia","Apoyar al Gobierno Colombiano (GdC)en la elaboración del Estudio de Impactos Económicos del Cambio Climático en Colombia (EIECC) para posteriormente incorporar los resultados de este estudio en un agenda de Cambio Climático (CC) para Colombia. En particular busca: diseñar y ejecutar estudios sectoriales para estimar los impactos económicos del CC para Colombia; analizar la variabilidad climática para generar información relacionada con costos de desastres naturales provocados por dicha variabilidad; identificar medidas de adaptación para sectores prioritarios, incluyendo un análisis costo-beneficio y organizar y fortalecer la capacidad para modelar la variabilidad climática y los impactos económicos del CC a través del fortalecimiento del equipo técnico del DNP y de su capacidad de coordinación para integrar a todas las instituciones involucradas del GDC.","Cooperación Técnica","DEP. NACIONAL DE PLANEACION - DNP","US Dolar","125.000,00","500.000,00","INSTITUCIONES","AMBITO NACIONAL","","MULTILATERAL"
"COL412","PROYECTO DEMOSTRATIVO PILOTO PARA LA GESTI?N INTEGRAL DE LOS RESIDUOS DE SUSTANCIAS AGOTADORAS DE LA CAPA DE OZONO - SAO","Proyecto piloto con el objeto de destruir las sustancias agotadoras de la capa de ozono","Cooperación Técnica","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO - PNUD-PROGRAMA DE LAS NACIONES UNIDAS - UNDP","US Dolar","0","1.195.000,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","MULTILATERAL"
"COL413","Adaptaci?n a los impactos Clim?ticos en el Reglamento de Agua y Abastecimiento del ?rea de Chingaza- Sumapaz- Guerrero.","Adaptación a los impactos Climáticos en el Reglamento de Agua y Abastecimiento del Área de Chingaza- Sumapaz- Guerrero","Cooperación Técnica","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTÁ - EAAB","US Dolar","21.900.000,00","4.530.750,00","INSTITUCIONES","CUNDINAMARCA","ANOLAIMA, BITUIMA, CARMEN DE CARUPA, EL ROSAL, FACATATIVA, GUACHETA, NILO, PARATEBUENO, TAUSA, UNE, VERGARA, VILLAPINZON, VILLETA, BELTRAN, CHOACHI, GACHANCIPA, GAMA, VENECIA, PANDI, PULI, QUEBRADANEGRA, SAN CAYETANO, TABIO, UBALA, UTICA, VILLAGOMEZ, ALBAN, CAJICA, FUNZA, GUADUAS, LA CALERA, MANTA, PASCA, SIBATE, SILVANIA, SOPO, TOCANCIPA, UBATE, YACOPI, AGUA DE DIOS, ANAPORGANIZACION INTERNACIONAL PARA LAS MIGRACIONES - OIMA, ARBELAEZ, CABRERA, CACHIPAY, FOMEQUE, FOSCA, GACHETA, GRANADA, GUASCA, LA MESA, LA PALMA, MEDINA, NARIÑO, APULO, SAN FRANCISCO, SUBACHOQUE, SUPATA, TOPAIPI, ZIPACON, ZIPAQUIRA, CAPARRAPI, CHAGUANI, CHIA, CHOCONTA, CUCUNUBA, EL COLEGIO, FUSAGASUGA, GUTIERREZ, JERUSALEN, JUNIN, NEMOCON, QUIPILE, SAN ANTONIO DEL TEQUENDAMA, SAN JUAN DE RIO SECO, SIMIJACA, SUESCA, TENA, TENJO, TIBIRITA, COGUA, COTA, EL PEÑON, FUQUENE, GACHALA, GUATAQUI, LA VEGA, PACHO, PAIME, QUETAME, SAN BERNARDO, SOACHA, TIBACUY, TOCAIMA, UBAQUE, CAQUEZA, CHIPAQUE, GIRARDOT, MADRID, PUERTO SALGAR, SASAIMA, SESQUILE, SUTATAUSA, VIANI, VIOTA, BOJACA, GUATAVITA, GUAYABAL DE SIQUIMA, GUAYABETAL, LA PEÑA, LENGUAZAQUE, MACHETA, MOSQUERA, NIMAIMA, NOCAIMA, RICAURTE, SUSA","MULTILATERAL"
"COL414","CAMBIO CLIMATICO CON ENFOQUE TERRITORIAL EN REGION CAPITAL BOGOTA - CUNDINAMARCA","Fortalecidas las capacidades regionales para la construcción colectiva de un plan integrado de Cambio Climatico para la Regíón Capital Bogotá - Cundinamarca.","Cooperación Técnica","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO - PNUD-PROGRAMA DE LAS NACIONES UNIDAS - UNDP","US Dolar","304.363,00","245.000,00","INSTITUCIONES","BOGOTÁ D.C.","","MULTILATERAL"
"COL415","Patios Productivos","Se desarrollara con 60 familias en condición de vulnerabilidad del barrio Rafael Núñez","Cooperación Financiera","FUNDACION GRANITOS DE PAZ","US Dolar","64.833,00","26.666,00","POBLACIÓN EN GENERAL","BOLIVAR","CARTAGENA","NO OFICIALES"
"COL416","PROYECTO NACIONAL DE EVALUACION CONJUNTA DE ALTERNATIVAS DE DESARROLLO BAJO EN CARBONO","El objetivo del proyecto es iniciar un análisis colectivo y comprensivo basado en resultados científicos obtenidos por el trabajo de expertos sectoriales en el desarrollo de alternativas y su impacto en la economía y el cambio climático","Cooperación Financiera","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO - PNUD-PROGRAMA DE LAS NACIONES UNIDAS - UNDP","US Dolar","0","427.572,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","MULTILATERAL"
"COL417","Tiempo de Juego va al Colegio","Transferir e implementar la metodología de trabajo de Tiempo de Juego en 6 colegios de la comuna 4 de Soacha-Cundinamarca, con el propósito de mejorar las condiciones de convivencia y buenas prácicas del aula.","Cooperación Económica y Comercial","FUNDACION TIEMPO DE JUEGO","US Dolar","0","41.404,00","INFANCIA Y ADOLESCENCIA","CUNDINAMARCA","SOACHA","NO OFICIALES"
"COL418","REDUCCI?N DEL RIESGO Y DE LA VULNERABILIDAD FRENTE AL CAMBIO CLIM?TICO EN LA REGI?N DE LA DEPRESI?N MOMPOSINA EN COLOMBIA","El objetivo de este proyecto es reducir la vulnerabilidad de las comunidades y de los ecosistemas a los riesgos de inundacion y sequia asociados a la variablidad y el cambio climatico en la Depresion Monposina -Region la Mojana"".","Cooperación Financiera","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO - PNUD-PROGRAMA DE LAS NACIONES UNIDAS - UNDP","US Dolar","0","1.570.194,80","POBLACIÓN EN GENERAL","CÓRDOBA, CESAR, MAGDALENA, BOLIVAR, SUCRE","","MULTILATERAL"
"COL419","Protecci?n de la Biodiversidad en la Regi?n Suroccidental del Caribe","El proyecto mejorara la efectividad del Area Protegida Marina a traves de cuatro componentes: i) Planificacion de manejo y coordinacion institucional; ii) Mecanismos de sostenibilidad financiera; iii) Desarrollo economico ambientalmente sostenible y iv) Monitoreo y aplicacion de reglas y leyes.","Cooperación Financiera","CORALINA - CORP. PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA.","US Dolar","6.253.000,00","3.000.000,00","POBLACIÓN EN GENERAL","ARCHIPIÉLAGO DE SAN ANDRÉS","","MULTILATERAL"
"COL420","DISE?O E IMPLEMENTACION DE UN SUBSISTEMA NACIONAL DE AREAS MARINAS PROTEGIDAS (SAMP) EN COLOMBIA","Promover la conservación y uso sostenible de la biodiversidad marina y costera en las regiones Pacífica y Caribe, a través del diseño e implementación de un SAMP financieramente sostenible y bien manejado.","Cooperación Financiera","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO - PNUD-PROGRAMA DE LAS NACIONES UNIDAS - UNDP","US Dolar","0","1.212.500,00","POBLACIÓN EN GENERAL","MAGDALENA, BOLIVAR, LA GUAJIRA, CHOCÓ","","MULTILATERAL"
"COL421","IMPLEMENTACION DE ESTRATEGIAS PRODUCTIVAS INNOVADORAS PARA COMUNIDADES DE RECICLADORES -CASO PILOTO BOGOTA-CUNDINAMARCA","Generar mayor formalidad y sostenibilidad en los ingresos de comunidades vulnerables mediante su inclusión social y económica en proyectos empresariales para el aprovechamiento de escombros y su transformación productiva.","Cooperación Técnica","FUNDES","US Dolar","331.800,00","249.500,00","ORGANIZACIONES SOCIALES","BOGOTÁ D.C.","","MULTILATERAL"
"COL422","Empoderamiento de las Mujeres J?venes Afectadas por la Violencia en Colombia: Una aproximaci?n innovadora hacia la Inclusi?n educativa, social y econ?mica sostenible? ? Proyecto Golondrina","Desarrollar e implementar un proceso de tres años para la inclusión social y económica de 1300 jóvenes mujeres afectadas por diferentes tipos de violencia, en diez muniipios de cinco departamentos.","Cooperación Económica y Comercial","CORP. ESCUELA GALAN PARA EL DESARROLLO DE LA DEMOCRACIA","US Dolar","0","296.603,00","MUJERES","ATLÁNTICO, ANTIOQUIA, CUNDINAMARCA, CAUCA, NARIÑO","MALAMBO, PASTO, POPAYAN, PUERTO TEJADA, MEDELLIN, LA CEJA, EL TAMBO, SOACHA, SAN PEDRO DE URABA, TUMACO","MULTILATERAL"
"COL423","Apoyar el proyecto RedesColombia del MRE, que busca fortalecer el capital social entre los colombianos a través de la promoción de la creación de vínculos entre colombianos y personas que tengan vínculos e interés en Colombia para generar un sistema de redes sociales.","Apoyar el proyecto RedesColombia del MRE, que busca fortalecer el capital social entre los colombianos a través de la promoción de la creación de vínculos entre colombianos y personas que tengan vínculos e interés en Colombia para generar un sistema de redes sociales.","Cooperación Técnica","NO ESPECIFICA","US Dolar","408.177,00","189.410,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","MULTILATERAL"
"COL424","PROGRAMA PARA EL FORTALECIMIENTO COMUNITARIO, EL DESARROLLO LOCAL, LOS DERECHOS HUMANOS Y LA VIDA DIGNA.","Aportar al mejoramiento de las condiciones de vida digna de los habitantes de los barrios marginales de la ciudad de Medellín.","Cooperación Financiera","CORP. CONVIVAMOS","US Dolar","76.784,00","151.034,00","ORGANIZACIONES SOCIALES, JÓVENES, AFROCOLOMBIANOS, MUJERES","NORTE DE SANTANDER","","NO OFICIALES"
"COL425","Aunar esfuerzos técnicos y financieros para fortalecer el desarrollo de las actividades del Plan de Acción Nacional en el marco de los ejes de prevención, protección y asistencia ¿ inmediata- y cooperación internacional de la Estrategia Nacional de Lucha contra la Trata de Personas.","Aunar esfuerzos técnicos y financieros para fortalecer el desarrollo de las actividades del Plan de Acción Nacional en el marco de los ejes de prevención, protección y asistencia ¿ inmediata- y cooperación internacional de la Estrategia Nacional de Lucha contra la Trata de Personas.","Cooperación Técnica","NO ESPECIFICA","US Dolar","0","25.000,00","VICTIMAS DE LA VIOLENCIA","BOGOTÁ D.C.","","MULTILATERAL"
"COL426","Casa Ensamble","Aunar esfuezos para sensibilizar y prevenir la trata de personas a través de una puesta en escena  obra teatral 5 mujeres un mismo trato en los que se propenderá por el cambio de imaginarios referentes a la explotación sexual y trata de personas en NNA y adultos.","Cooperación Técnica","NO ESPECIFICA","US Dolar","0","12.570,00","ORGANIZACIONES SOCIALES","BOGOTÁ D.C.","","MULTILATERAL"
"COL427","Suelos para la Paz","Dotar el laboratorio de suelos y aguas del Campus Universitario de Utopía, en El Yopal, Casanare, con los equipos requeridos para su operación.","Donaciones en Especie","U. SALLE","US Dolar","0","117.501,00","JÓVENES, CAMPESINOS","CASANARE","YOPAL","NO OFICIALES"
"COL428","Programa para la Erradicación de formas de Violencia contra las mujeres afectadas por violaciones a derechos humanos e infracciones al Derecho Internacional Humanitario en el contexto del conflicto armado colombiano: Verdad, Justicia y Reparación para las mujeres en Colombia.","Se ha promovido el cumplimiento efectivo de los derechos de las mujeres a la verdad, la justicia y la reparación en el marco del conflicto colombiano, para su empoderamiento y aporte a la construcción de paz, gobernabilidad y desarrollo, según los estándares internacionales de protección de derechos humanos y en cumplimiento a la Resolución 1325 y 1820 del Consejo de Seguridad de Naciones Unidas","Cooperación Técnica","ENTIDAD DE LAS NACIONES UNIDAS PARA LA IGUALDAD DE GENERO Y EMPODERAMIENTO DE LAS MUJERES - ONU MUJERES","US Dolar","2.824,00","29.951,45","VICTIMAS DE LA VIOLENCIA, ORGANIZACIONES SOCIALES, MUJERES, INSTITUCIONES","HUILA, MAGDALENA, ANTIOQUIA, BOLIVAR, LA GUAJIRA, PUTUMAYO, META, CAUCA, CHOCÓ, SUCRE, NARIÑO","","MULTILATERAL"
"COL429","Mejora de las condiciones de salud de la poblacion vulnerable afectada por el conflicto armado en los departamentos de Putumayo y Nari?o.","Contribuir a la mejora de las condiciones de salud de la población vulnerable afectada por el conflicto armado en los Departamento de Putumayo y Nariño, Colombia.","Cooperación Financiera","ACH - ACCION CONTRA EL HAMBRE","US Dolar","0","274,50","VICTIMAS DE LA VIOLENCIA","PUTUMAYO, NARIÑO","PUERTO ASIS, PUERTO LEGUIZAMO, LOS ANDES, VALLE DEL GUAMUEZ, SAN MIGUEL, SAMANIEGO, TUMACO","MULTILATERAL"
"COL430","Mejora de las condiciones de salud de la poblaci?n vulnerable afectada por el conflicto armado en los Departamento de Putumayo y Nari?o","Contribuir a la mejora de las condiciones de salud de la población vulnerable afectada por el conflicto armado en los Departamento de Putumayo y Nariño, Colombia","Cooperación Financiera","ACH - ACCION CONTRA EL HAMBRE","US Dolar","0","549,00","VICTIMAS DE LA VIOLENCIA","PUTUMAYO, NARIÑO","PUERTO ASIS, PUERTO LEGUIZAMO, LOS ANDES, VALLE DEL GUAMUEZ, SAN MIGUEL, SAMANIEGO, TUMACO","MULTILATERAL"
"COL431","Protecci?n de Tierras y Patrimonio de la Poblaci?n en situaci?n de desplazamiento en Colombia","Contribuir al fortalecimiento de las entidades e instancias con competencias en la aplicación de medidas de protección de tierras a través de asistencia técnica de expertos internacionales de ORGANIZACION INTERNACIONAL PARA LAS MIGRACIONES - OIM.","Cooperación Financiera","ORGANIZACION INTERNACIONAL PARA LAS MIGRACIONES - OIM","US Dolar","0","50.000,00","POBLACIÓN DESPLAZADA, INDIGENAS, AFROCOLOMBIANOS","AMBITO NACIONAL","","MULTILATERAL"
"COL432","Mejora de las condiciones de salud de la poblaci?n vulnerable afectada por el conflicto armado en los Departamento de Putumayo y Nari?o, Colombia / COSUDE 2012 ? 2013","Contribuir a la mejora de las condiciones de salud de la población vulnerable afectada por el conflicto armado en los Departamento de Putumayo y Nariño, Colombia","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","36.374,00","VICTIMAS DE LA VIOLENCIA","PUTUMAYO, NARIÑO","PUERTO ASIS, PUERTO LEGUIZAMO, LOS ANDES, VALLE DEL GUAMUEZ, SAN MIGUEL, SAMANIEGO, TUMACO","MULTILATERAL"
"COL433","OPERACION PROLONGADA DE SOCORRO Y RECUPERACION ORGANIZACION PANAMERICA DE SALUD - OPSR 200148"" Enfoque integrado para abordar la inseguridad alimentaria entre hogares muy vulnerables afrectados por el desplazamiento y la violencia""","Contribuir con la seguridad alimentaria y nutricional, con un enfoque integral en las familias vulnerables victimas de la violencia con ocasión del conflicto armado interno.","Cooperación Técnica","INST. COLOMBIANO DE BIENESTAR FAMILIAR - ICBF, PROGRAMA MUNDIAL DE ALIMENTOS - PMA, DEP. PARA LA PROSPERIDAD SOCIAL - DPS","US Dolar","354.194,00","3.059.263,15","POBLACIÓN DESPLAZADA","CAQUETÁ, CÓRDOBA, GUAVIARE, HUILA, VALLE DEL CAUCA, LA GUAJIRA, ARAUCA, PUTUMAYO, META, TOLIMA, CAUCA, CHOCÓ, NARIÑO","","MULTILATERAL"
"COL434","Apoyo al fortalecimiento institucional del Sistema Estad?stico Nacional a trav?s de la implementaci?n del C?digo Regional de Buenas Pr?cticas en Estad?sticas y la gesti?n para resultados","Es contribuir al fortalecmiento institucional de todos los Sistemas Estadísticos Nacionales (SEN) de los países miembros del Banco para producir estadisticas balo los principios y estándares reconocidos internacionalmente.","Cooperación Técnica","DEP. ADMINISTRATIVO NACIONAL DE ESTADÍSTICA - DANE","US Dolar","100.000,00","300.000,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","MULTILATERAL"
"COL435","Centro de Apoyo Escolar Soacha","Promover el goce efectivo del derecho a la educación de NNAJ en situación de vulnerabilidad por pobreza y/o situación de desplazamiento, siendo esta población considerada por el MEN como un grupo prioritario de atención, en el Sector de Altos de la Florida, mediante la operación del CAE a través de la atención a primera infancia y la implementación de metodologías flexibles de educación.","Ayuda Humanitaria","CORP. INFANCIA Y DESARROLLO","US Dolar","0","31.693,00","INFANCIA Y ADOLESCENCIA","CUNDINAMARCA","SOACHA","MULTILATERAL"
